cassante,107071,53365,0.4998823221072253
poignante,182825,78703,0.5004346955386254
difficile,121823,58309,0.5769697397367262
sophistiqué,206969,85862,0.5015735165373006
effrayante,132594,60976,0.5553245851236457
disloquant,122543,58528,0.5357717848289072
extravagué,139913,62784,0.5033165961543873
revécue,197659,81816,0.5038665151360064
fragilisée,144181,64144,0.5044494075137864
obsédant,174267,75590,0.54674029193293
dégoûtation,127805,59900,0.5056712970967197
obnubilation,174090,75548,0.5062586954471446
assagit,94736,48999,0.5068174262017336
étrange,227264,92687,0.5174851696593161
corrompue,117066,56588,0.568181100020853
hallucinatoire,150837,66524,0.5085685915947182
satisfaisante,203626,84605,0.5091198534434351
agoraphobe,88955,46884,0.5097172633653475
frustration,145108,64453,0.5148234991870817
tyranniquement,218229,89764,0.5108199615415899
étouffante,227192,92672,0.5113783636537585
orgastique,175721,76095,0.5119500849487211
caractérisé,106420,53094,0.512526236994203
bureaucratique,103996,52188,0.5577654046185339
illusoire,153513,67681,0.5485699224633628
inhumainement,156537,68751,0.514319187009918
insouciante,157097,68923,0.5562120783159437
monotone,169144,73674,0.5403339225776582
refaisant,193517,82103,0.516154520835276
embûches,133228,61135,0.5167414096435167
frustré,145113,64451,0.5353648945072549
fuyante,145664,64616,0.5179140836053493
engluée,135282,61589,0.5185810444150194
enchevêtrée,134315,61364,0.5300368655562064
cahotés,105105,52591,0.5226861166347234
inconséquent,155257,68280,0.5206193525457434
spatiotemporel,208123,86188,0.5208734580178371
optimiste,175400,75989,0.5214277874661473
indécelable,155799,68473,0.5220532633608495
déboussolées,125198,59311,0.5296046736214866
enrageant,135827,61691,0.5231860216368769
incommensurable,155122,68224,0.5237480113168262
apathique,92512,48283,0.5242959845371795
soudainement,207130,85915,0.5248429827093042
effarante,132331,60925,0.5253994281250632
alambiqué,89615,47078,0.5259704258159079
absurdité,86165,46227,0.526631884694672
désintégrant,130959,60632,0.5366241851307632
éblouissante,223146,91629,0.527741450148322
violente,221035,90827,0.5794928558017035
accentuant,86341,46275,0.5288629750680088
discrète,122400,58491,0.5294501941883312
dépêtrée,130049,60394,0.5498064798112353
irréaliste,159075,69524,0.5857211817132715
laborieusement,160847,70309,0.5311450218711838
floue,142811,63735,0.5317052600919526
